DonorName,AcceptorName,DonorSMILES,AcceptorSMILES,V_OC,J_SC,PCE,FF_percent,HOMO_D,LUMO_D,HOMO_A,LUMO_A,Lambda+,Lambda-,PubYear,DOI,source,orbital_label_type,split
PBDB-TF,IDTT-Br-2F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc(Br)cc5C4=C(C#N)C#N)sc23)cc1,0.94,18.4,12.1,68.7,-5.49,-3.64,-5.79,-3.99,,,2021.0,10.1016/j.orgel.2021.106357,opvdb_experimental,electrochemical,training
PBDB-T,Y9-2Br,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCc1c(/C=C2\C(=O)c3ccc(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC)nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8ccc(Br)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,0.84,21.38,12.05,67.11,-5.33,-3.48,-5.53,-3.64,,,2021.0,10.1039/d1ra01348c,opvdb_experimental,electrochemical,training
H1,IT-4F,CCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)C(=C4c6cc(-c7ccc(C8=C9C(=O)N(CC)C(c%10cccs%10)=C9C(=O)N8CC)s7)ccc6-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10cccs%10)=C9C(=O)N8CC)s7)cc64)c4cc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)ccc4-5)s3)N(CC)C(=O)C2=C1c1cccs1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.87,19.46,12.34,72.9,-5.51,-3.84,-5.66,-4.14,,,2021.0,10.1002/solr.202100510,opvdb_experimental,electrochemical,training
PBDB-T,CH3-2F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCc1cc(-c2sc3c(N(c4ccc(C)cc4)c4ccc(C)cc4)c(-c4cc(CCCCCCCC)c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s4)sc3c2N(c2ccc(C)cc2)c2ccc(C)cc2)sc1/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,0.77,22.76,12.28,69.9,-5.33,-3.48,-5.59,-4.01,,,2021.0,10.1021/acsami.1c09597,opvdb_experimental,electrochemical,training
D18,NC-PY6,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(-c4cccs4)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9ccc(CCCCCC)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,0.87,20.66,12.3,68.42,-5.51,-2.77,-5.56,-3.92,,,2021.0,10.1016/j.dyepig.2021.109824,opvdb_experimental,electrochemical,training
PBDB-TF,BTIC-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCn1c(=O)c2cc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)sc2c2sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)cc2c1=O,0.894,20.5,12.04,65.7,-5.49,-3.64,-5.71,-3.95,,,2021.0,10.1039/d1ta03643b,opvdb_experimental,electrochemical,training
PTQ10,Y6-BO,CCCCCCCCC(CCCCCC)COc1cnc2c(-c3cccs3)c(F)c(F)cc2n1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,0.871,25.56,15.93,71.01,-5.54,-2.92,-5.65,-4.1,,,2021.0,10.1021/acsami.1c22724,opvdb_experimental,electrochemical,training
PBDB-TF,S-WSeSe-Cl,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)[se]c2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)[se]c5c3n4CC(CCCC)CCCCCC)N(CC(CCCC)CCCCCC)C21,0.828,26.35,16.01,73.4,-5.49,-3.64,-5.66,-3.88,,,2021.0,10.1002/anie.202104766,opvdb_experimental,electrochemical,training
PT2,PC70BM,CCCCCCCCc1sc(CCCCCCCC)c2c1C(=O)c1c(-c3cccs3)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c1C2=O,CCCCC(=O)OCC1(C2=CC=CC=C2)C3=CC=CC4=CC=CC5=CC=CC6=CC=C7C=CC=CC8=CC=CC1=C8C7=C6C5=C4C3,0.97,6.18,2.34,39.0,-5.35,-3.58,-6.1,-3.9,,,2021.0,10.1016/j.jorganchem.2021.122220,opvdb_experimental,electrochemical,training
PBDB-T,PzDP-ffT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C(c2ccccc2)=c2nc3c(nc21)=C(c1ccc(-c2scc(F)c2F)cc1)C(=O)N3CC(CCCCCCCCCC)CCCCCCCCCCCC,0.69,6.88,2.37,50.0,-5.33,-3.48,-6.0,-4.23,,,2021.0,10.1002/chem.202102084,opvdb_experimental,electrochemical,training
PSPT-TTC,Y6,CCCCCCCCOC(=O)c1ccsc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(-c6ccc(SCC(CCCCCC)CCCCCCCC)cc6)s5)c5sccc5c(-c5ccc(-c6ccc(SCC(CCCCCC)CCCCCCCC)cc6)s5)c4s3)cc2C(=O)OCCCCCCCC)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.8,24.22,11.25,58.9,-5.36,-3.53,-5.65,-4.1,,,2021.0,10.1021/acsaem.1c01418,opvdb_experimental,electrochemical,training
PTB7-Th,IDT-T-N,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)cc5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc7ccccc7cc6C5=C(C#N)C#N)cc3CC(CC)CCCC)sc2-4)cc1,0.87,14.67,6.6,51.0,-5.21,-3.6,-5.58,-4.06,,,2021.0,10.1016/j.synthmet.2021.116736,opvdb_experimental,electrochemical,training
PF1,m-ITIC,CCCCCCCCC(CCCCCC)Cc1cc2sc(-c3c4cc(-c5sc(-c6c(F)cc(-c7cc(CC(CC)CCCC)cs7)c7nsnc67)cc5CC(CC)CCCC)sc4c(-c4cc5sc(CC(CCCCCC)CCCCCCCC)cc5s4)c4ccsc34)cc2s1,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1,0.84,14.11,7.48,63.1,-5.39,-3.7,-5.527,-3.854,,,2021.0,10.1002/smll.202104623,opvdb_experimental,electrochemical,training
PBDB-T,BZIC-2Br,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCn1nc2c(n1)c1c3sc(/C=C4\C(=O)c5ccc(Br)cc5C4=C(C#N)C#N)cc3n(CC)c1c1c2c2sc(/C=C3\C(=O)c4ccc(Br)cc4C3=C(C#N)C#N)cc2n1CC,0.75,15.34,7.51,65.19,-5.33,-3.48,-5.85,-3.92,,,2021.0,10.1039/d1ra01348c,opvdb_experimental,electrochemical,training
TBFCl50-BDD,PC71BM,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(Cl)c(CC(CC)CCCC)s9)c9oc(-c%10ccc(-c%11sc(-c%12cccs%12)c%12c%11C(=O)c%11c(CC(CC)CCCC)sc(CC(CC)CCCC)c%11C%12=O)s%10)cc9c(-c9cc(Cl)c(CC(CC)CCCC)s9)c8s7)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.913,12.16,6.58,59.55,-5.45,-3.26,-5.9,-3.9,,,2021.0,10.1016/j.solener.2021.05.011,opvdb_experimental,electrochemical,training
pBβCN,PC71BM,CCCCCCC(CCCC)Cc1csc(/C(C#N)=C/c2cc3sc(/C=C(\C#N)c4cc(CC(CCCC)CCCCCC)c(-c5cc6c(-c7ccc(CC(CCCC)CCCCCC)s7)c7sccc7c(-c7ccc(CC(CCCC)CCCCCC)s7)c6s5)s4)cc3s2)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.96,12.53,7.75,64.45,-5.62,-3.3,-5.87,-4.2,,,2021.0,10.1021/acs.macromol.1c01103,opvdb_experimental,electrochemical,training
PBDB-T,IDT-3EsT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5C(=O)OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3C(=O)OCC(CC)CCCC)sc2-4)cc1,0.985,13.49,7.43,56.0,-5.33,-3.48,-5.38,-3.85,,,2021.0,10.1021/acsaem.1c02403,opvdb_experimental,electrochemical,training
PBDB-T,BTA3,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCn1nc2c(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4ccc(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2n1,1.12,13.44,7.67,50.6,-5.33,-3.48,-5.49,-3.72,,,2021.0,10.1016/j.orgel.2021.106289,opvdb_experimental,electrochemical,training
J100,IT-4F,CCn1nc2c(-c3cccs3)c(Cl)c(Cl)c(-c3ccc(-c4cc5c(-c6ccc([Si](CC)(CC)CC)s6)c6sc(-c7ccc(-c8c(Cl)c(Cl)c(-c9ccc(-c%10cc%11c(-c%12ccc([Si](CC)(CC)CC)s%12)c%12sc(-c%13ccc(-c%14c(Cl)c(Cl)c(-c%15ccc(-c%16cc%17c(-c%18ccc([Si](CC)(CC)CC)s%18)c%18sccc%18c(-c%18ccc([Si](CC)(CC)CC)s%18)c%17s%16)s%15)c%15nn(CC)nc%14%15)s%13)cc%12c(-c%12ccc([Si](CC)(CC)CC)s%12)c%11s%10)s9)c9nn(CC)nc89)s7)cc6c(-c6ccc([Si](CC)(CC)CC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.85,17.5,7.7,46.0,-5.35,-3.0,-5.66,-4.14,,,2021.0,10.1016/j.synthmet.2021.116736,opvdb_experimental,electrochemical,training
PBDT3T,PC71BM,CCCCC(CC)Cc1ccsc1-c1ccc(-c2sc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sccc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)cc2CC(CC)CCCC)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.98,9.29,6.51,71.5,-5.48,-3.21,-5.9,-3.9,,,2021.0,10.1002/aesr.202100069,opvdb_experimental,electrochemical,training
PvBDT-F,Y6-T,CCCCCCC(CCCC)CC1=CC2C(c3cccs3)=c3sc(CC(CCCC)CCCCCC)cc3=C(c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sccc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)C2S1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cscc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cscc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.87,14.28,6.52,52.5,-5.44,-3.45,-5.51,-3.86,,,2021.0,10.1016/j.jpowsour.2021.229961,opvdb_experimental,electrochemical,training
TP-H,Y6,CCCCCCc1csc(-c2nnc(-c3cc(CCCCCC)c(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(-c7ccc(-c8sc(-c9ccc(-c%10cc%11c(-c%12cc(F)c(CC(CC)CCCC)s%12)c%12sccc%12c(-c%12cc(CC(CC)CCCC)c(F)s%12)c%11s%10)s9)c9c8C(=O)c8c(CC(CC)CCCC)sc(CC(CC)CCCC)c8C9=O)s7)cc6c(-c6cc(CC(CC)CCCC)c(F)s6)c5s4)s3)nn2)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.851,26.78,16.45,75.53,-5.57,-3.23,-5.65,-4.1,,,2021.0,10.1021/acsaem.1c02355,opvdb_experimental,electrochemical,training
PM6,PY-OD,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCC(CCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CC(CCCC)CCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(-c8cccs8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCC)CCCCCCCCCC)c3c21,0.943,23.95,16.53,73.2,-5.56,-3.65,-5.6,-3.84,,,2021.0,10.1002/adma.202110155,opvdb_experimental,electrochemical,training
PBDB-TF-T10,Y6,CCCCC(CC)Cc1sc(-c2c3c(c(-c4cc(F)c(CC(CC)CCCC)s4)c4sc(-c5ccc(-c6sc(-c7ccc(-c8cc9c(-c%10cc(F)c(CC(CC)CCCC)s%10)c%10sccc%10c(-c%10cc(F)c(CC(CC)CCCC)s%10)c9s8)s7)c7c6C(=O)c6c(CC(CC)CCCC)sc(CC(CC)CCCC)c6C7=O)s5)cc24)C=C(c2scc(C(=O)OCC)c2C(=O)OCC)C3)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.84,27.0,16.6,73.0,-5.5,-3.74,-5.65,-4.09,,,2021.0,10.1039/d1tc03110d,opvdb_experimental,electrochemical,training
PBDB-T,IDTT2OT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(-c6sc(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)c(OC)c6OC)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(-c4sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)c(OC)c4OC)sc23)cc1,0.93,12.3,6.46,56.7,-5.33,-3.48,-5.2,-3.69,,,2021.0,10.1016/j.synthmet.2021.116880,opvdb_experimental,electrochemical,training
H14,IDIC-4F,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(/C=C(/C#N)C(=O)OCC(CC)CCCC)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC(CC)CCCC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s9)c9nn(CC(CCCCCC)CCCCCCCC)nc89)s7)cc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)sc2-4)cc1,0.943,18.3,12.1,70.2,-5.46,-3.47,-5.73,-3.93,,,2021.0,10.1021/accountsmr.1c00119,opvdb_experimental,electrochemical,training
PPDT2FBT,NIDCS-HO,CCCCCCCCC(CCCCCC)COc1ccc(OCC(CCCCCC)CCCCCCCC)c(-c2ccc(-c3c(F)c(F)c(-c4cccs4)c4nsnc34)s2)c1,CCCCCCOc1cc(/C=C(\C#N)c2ccc(-c3ccc4c5c(cccc35)C(=O)N(CC(CC)CCCC)C4=O)s2)c(OCCCCCC)cc1/C=C(\C#N)c1ccc(-c2ccc3c4c(cccc24)C(=O)N(CC(CC)CCCC)C3=O)s1,1.03,11.88,7.6,63.0,-5.43,-3.67,-5.79,-3.75,,,2021.0,10.1039/d1tc04800g,opvdb_experimental,electrochemical,training
PBTA-PS,IT4Cl,CCCCCCCCC(CCCCCC)CSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6cccs6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3ccc(SCC(CCCCCC)CCCCCCCC)cc3)c3ccsc23)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,0.76,19.08,7.63,52.45,-5.34,-3.4,-5.75,-4.09,,,2021.0,10.1021/acsami.1c24348,opvdb_experimental,electrochemical,training
PBDB-TF,IEICO-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3scc(/C=C5/C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c3OCC(CC)CCCC)sc2-4)cc1,0.74,21.95,11.11,68.4,-5.49,-3.64,-5.44,-4.19,,,2021.0,10.1016/j.synthmet.2021.116902,opvdb_experimental,electrochemical,training
PBDB-T,6TIC-4F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.723,23.0,11.14,67.0,-5.33,-3.48,-5.44,-4.07,,,2021.0,10.1016/j.dyepig.2021.109171,opvdb_experimental,electrochemical,training
PB1,BTP-eC9,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,0.855,13.1,5.3,47.7,-5.33,-3.48,-5.68,-3.9,,,2021.0,10.1002/adma.202105803,opvdb_experimental,electrochemical,training
PBDB-T,P(QxCN-T2),CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCOc1ccc(-c2nc3cc(C#N)c(C#N)c(-c4ccc(-c5cccs5)s4)c3nc2-c2ccc(OCCCCCCCC)c(OCCCCCCCC)c2)cc1OCCCCCCCC,1.02,10.25,5.32,48.0,-5.33,-3.48,-5.73,-3.58,,,2021.0,10.1002/cssc.202100080,opvdb_experimental,electrochemical,training
BTR,N3,CCCCCCc1cc(-c2cc3c(-c4cc(CC(CC)CCCC)c(CCCCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8/SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4cc(CC(CC)CCCC)c(CCCCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3/SC(=S)N(CCCCCC)C3=O)s2)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CCC(CC)CCCC)c4c3n(CCC(CC)CCCC)c21,0.796,22.1,11.34,64.5,-5.34,-3.53,-5.64,-3.86,,,2021.0,10.1021/acsaem.1c02534,opvdb_experimental,electrochemical,training
