PaperLabel,DOI,V_OC,J_SC,PCE,DonorNo,DonorName,DonorSMILES,HOMO_D,LUMO_D,Lambda+,AcceptorNo,AcceptorName,AcceptorSMILES,HOMO_A,LUMO_A,LUMO+1_A,Lambda-,Model1_PCE,Model2_PCE,Model3_PCE
65.0,10.1039/c3ra44926b,0.9,7.34,3.04,220,CSDPP3,CCN1C(=O)C2=C(c3ccc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)s3)N(CC)C(=O)C2=C1c1ccc(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)s1,-4.81178922,-2.39732302,0.166379,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.61138,2.530008,2.71685
65.0,10.1039/c3ra44926b,0.82,10.82,4.96,221,CSDPP1,CCN1C(=O)C2=C(c3ccc(-c4ccc5[nH]ccc5c4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc3[nH]ccc3c2)s1,-4.48089878,-2.25664016,0.171792,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.572968,3.82812,3.516914
64.0,10.1016/j.orgel.2014.05.033,0.72,10.63,4.65,222,CSDPP4,CCOc1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(OCC)cc6OCC)s5)=C4C(=O)N3CC)s2)c(OCC)c1,-4.32552177,-2.15378113,0.185172,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.651895,2.75164,2.598325
64.0,10.1016/j.orgel.2014.05.033,0.78,8.06,3.23,223,CSDPP2,CCN1C(=O)C2=C(c3ccc(-c4ccc(F)cc4F)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(F)cc2F)s1,-4.87301483,-2.68385891,0.154962,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.706199,1.413862,1.798884
63.0,10.1021/cm401244x,0.93,8.27,4.2,224,DPP-TP6,CCc1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(CC)cc6)s5)=C4C(=O)N3CC)s2)cc1,-4.69478026,-2.48412734,0.152564,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.87728,3.302421,2.538537
62.0,10.1016/j.dyepig.2015.11.024,0.77,2.44,0.77,225,DCAO2TDPP,COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(-c7sc(-c8sc(C=C(C#N)C(=O)OC)cc8C)cc7C)s6)=C5C(=O)N4C)s3)s2)s1,-4.90267524,-3.07978456,0.124759,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.906924,2.944819,2.924745
62.0,10.1016/j.dyepig.2015.11.024,0.74,5.11,1.7,226,DOR2TDPP,CCc1cc([CH]C2=[S]C(=S)N(CC)C2=O)sc1-c1cc(CC)c(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6sc(-c7sc([CH]C8=[S]C(=S)N(CC)C8=O)cc7CC)cc6CC)s5)=C4C(=O)N3CC)s2)s1,-4.86512353,-3.01610992,0.139612,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.720687,3.890572,3.871187
61.0,10.1039/c5cc07435e,0.69,12.24,4.3,227,DPP-DTF,CCSC1=C(SCC)SC(=Cc2ccc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7ccc([CH]C8=[S]C(SCC)=C(SCC)S8)s7)s6)=C5C(=O)N4CC)s3)s2)S1,-4.5108313,-2.52249539,0.172537,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.524316,1.005637,1.51173
60.0,10.1002/adma.201302848,0.72,13.6,4.73,228,CNDPP,CCOC(=O)C(C#N)=Cc1cc(CC)c(-c2ccc(-c3sc(-c4ccc(C5=C6C(=O)N(CC)C(c7ccc(-c8cc(CC)c(-c9ccc(-c%10sc(C=C(C#N)C(=O)OCC)cc%10CC)s9)s8)s7)=C6C(=O)N5CC)s4)cc3CC)s2)s1,-4.91437615,-2.93474788,0.137455,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.654102,2.693139,2.680637
59.0,10.1039/c3ta13534a,0.89,11.4,5.37,229,DPP(CF)2,CCOC(=O)c1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(C(=O)OCC)o6)s5)=C4C(=O)N3CC)s2)o1,-4.96553354,-2.80957551,0.154556,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.113735,3.296978,3.022768
73.0,10.1016/j.matchemphys.2014.06.048,0.78,1.15,0.23,230,DPP-DBF,CCN1C(=O)C2=C(c3ccc(-c4cccc5c4oc4ccccc45)s3)N(CC)C(=O)C2=C1c1ccc(-c2cccc3c2oc2ccccc23)s1,-4.6955966,-2.5363732,0.149805,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.888861,1.974296,1.801135
73.0,10.1016/j.matchemphys.2014.06.048,0.81,2.25,0.52,231,DPP-ACN,CCN1C(=O)C2=C(c3ccc(-c4ccc5c6c(cccc46)CC5)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc3c4c(cccc24)CC3)s1,-4.66511985,-2.42126904,0.177984,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.780716,1.770707,1.861824
74.0,10.1039/c3cp54548b,0.78,4.22,0.86,232,BDB,CC(C)c1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(C(C)C)C(c7ccc(-c8cc9c(-c%10ccc(C(C)C)s%10)c%10sccc%10c(-c%10ccc(C(C)C)s%10)c9s8)s7)=C6C(=O)N5C(C)C)s4)sc3c(-c3ccc(C(C)C)s3)c3ccsc23)s1,-4.7170936,-2.69175021,0.121563,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.704404,1.215511,1.828975
83.0,10.1039/c3tc32214a,0.9,9.73,2.92,233,SM4 ,CCN1C(=O)C2=C(c3ccc(-c4ccc(C(C#N)=Cc5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(C(C#N)=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)s1,-4.73641369,-2.6718859,0.118053,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,4.038295,4.060073,3.579744
90.0,10.1016/j.orgel.2013.03.031,0.81,9.3,4.0,234,TT(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4cc5sc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)cc5s4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.78920377,-2.81229664,0.11779,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.346379,2.32248,2.306332
90.0,10.1016/j.orgel.2013.03.031,0.78,6.8,3.0,235,T2(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)s5)s4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.75682222,-2.79270445,0.108625,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.070982,3.275406,2.371123
89.0,10.1016/j.orgel.2012.09.004,0.93,9.09,3.88,236,ph(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C6=C7C(=O)N(CC)C(c8cccs8)=C7C(=O)N6CC)s5)cc4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.83246987,-2.79297656,0.105351,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.699139,1.376231,1.749039
89.0,10.1016/j.orgel.2012.09.004,0.8,4.3,1.3,237,T(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C6=C7C(=O)N(CC)C(c8cccs8)=C7C(=O)N6CC)s5)s4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.76852312,-2.90345478,0.110565,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.51515,1.81457,1.333713
89.0,10.1016/j.orgel.2012.09.004,0.48,7.4,2.05,238,(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(CC)C(c7cccs7)=C6C(=O)N5CC)s4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.7916528,-2.95651699,0.116152,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.778775,2.472623,1.784771
88.0,10.1039/c2cc32646a,0.755,11.7,4.4,239,Zndt(tdpp)2,CCc1cc2cc(-c3ccc(C4=C5C(=O)N(CC)C(c6cccs6)=C5C(=O)N4CC)s3)sc2c2c(CC)cc3sc(-c4ccc(C5=C6C(=O)N(CC)C(c7cccs7)=C6C(=O)N5CC)s4)cc3c12,-4.81587093,-2.66072923,0.075767,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,3.059918,3.234663,2.925736
87.0,10.1021/ja202791n,0.84,11.27,4.06,240,NDT(TDPP)2,CCc1c2cc3sc(-c4ccc(C5=C6C(=O)N(CC)C(c7cccs7)=C6C(=O)N5CC)s4)cc3cc2c(CC)c2sc(-c3ccc(C4=C5C(=O)N(CC)C(c6cccs6)=C5C(=O)N4CC)s3)cc12,-4.79328548,-2.83950803,0.073647,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.790233,2.777139,3.107086
86.0,10.1039/C5TC03844H,0.87,9.24,5.07,241,An-2,CCc1ccsc1C#Cc1c2ccccc2c(C#Cc2ccc(C#Cc3ccc(C4=C5C(=O)N(CC)C(c6ccc(C#Cc7ccc(C#Cc8c9ccccc9c(C#Cc9sccc9CC)c9ccccc89)cc7)s6)=C5C(=O)N4CC)s3)cc2)c2ccccc12,-4.76117604,-2.89855674,0.049533,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,3.907835,3.87245,3.858689
85.0,10.1002/ajoc.201500068,0.77,9.28,4.39,242,DT-DPP(AAnAT)2,CCc1ccsc1C#Cc1c2ccccc2c(C#Cc2ccc(C3=C4C(=O)N(CC)C(c5ccc(C#Cc6c7ccccc7c(C#Cc7sccc7CC)c7ccccc67)s5)=C4C(=O)N3CC)s2)c2ccccc12,-4.646344,-2.94263918,0.088218,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,3.433634,3.533285,3.387402
84.0,10.1039/C5RA01946J,0.98,9.04,3.1,243,M4,CCN1C(=O)C2=C(c3ccc(C#Cc4ccc5c(c4)C(CC)(CC)c4ccccc4-5)s3)N(CC)C(=O)C2=C1c1ccc(C#Cc2ccc3c(c2)-c2ccccc2C3(CC)CC)s1,-4.77886344,-2.63923224,0.127854,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,1.745785,1.706493,1.747482
84.0,10.1039/C5RA01946J,0.89,7.17,2.23,244,M3,CCN1C(=O)C2=C(c3ccc(C#Cc4ccc5c6ccccc6n(CC)c5c4)s3)N(CC)C(=O)C2=C1c1ccc(C#Cc2ccc3c(c2)c2ccccc2n3CC)s1,-4.65994969,-2.53909434,0.129644,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.745725,2.700826,2.719053
84.0,10.1039/C5RA01946J,0.84,7.67,1.99,245,M2,CCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)-c4ccccc4C5(CC)CC)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc3c(c2)-c2c[c][c]cc2C3(CC)CC)s1,-4.81042865,-2.47705238,0.164984,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,1.325661,1.357499,1.3802
84.0,10.1039/C5RA01946J,0.49,6.6,1.48,246,M1,CCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)c4ccccc4n5CC)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc3c(c2)c2c[c][c]cc2n3CC)s1,-4.59763562,-2.30235529,0.173224,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.531107,2.617068,2.526141
83.0,10.1039/c3tc32214a,0.93,10.3,3.1,247,SM3,CCN1C(=O)C2=C(c3ccc(-c4ccc(C#Cc5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)s1,-4.66511986,-2.61174874,0.0956,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,3.0567,3.209666,2.695877
74.0,10.1039/c3cp54548b,0.78,3.44,1.5,248,CNRBDB,CCOC(=O)C(C#N)=Cc1ccc(-c2cc3c(-c4ccc(C(C)C)s4)c4sc(-c5ccc(C6=C7C(=O)N(C(C)C)C(c8ccc(-c9cc%10c(-c%11ccc(C(C)C)s%11)c%11sc(-c%12ccc(C=C(C#N)C(=O)OCC)s%12)cc%11c(-c%11ccc(C(C)C)s%11)c%10s9)s8)=C7C(=O)N6C(C)C)s5)cc4c(-c4ccc(C(C)C)s4)c3s2)s1,-4.9037637,-3.02536179,0.108775,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.949743,1.817277,1.952522
83.0,10.1039/c3tc32214a,0.84,11.9,3.76,249,SM2,CCN1C(=O)C2=C(c3ccc(-c4ccc(C=Cc5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)s1,-4.58457415,-2.55950288,0.110742,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.628626,2.792823,2.586317
83.0,10.1039/c3tc32214a,0.88,8.62,2.74,250,SM1,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)s1,-4.65804489,-2.53201938,0.115368,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.563639,2.918805,2.395508
82.0,10.1016/j.solmat.2011.05.006,0.77,3.92,1.71,251,TPDPP,CCN1C(=O)C2=C(c3ccc(C#Cc4cc5ccccc5c5ccccc45)s3)N(CC)C(=O)C2=C1c1ccc(C#Cc2cc3ccccc3c3ccccc23)s1,-4.85015728,-2.71433566,0.127183,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.361645,2.484359,2.296744
82.0,10.1016/j.solmat.2011.05.006,0.92,2.79,0.69,252,SPDPP,CCN1C(=O)C2=C(c3ccc(-c4cc5ccccc5c5ccccc45)s3)N(CC)C(=O)C2=C1c1ccc(-c2cc3ccccc3c3ccccc23)s1,-4.84117751,-2.4852158,0.162316,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.300393,1.24743,1.543479
81.0,10.1016/j.orgel.2013.05.035,0.79,2.38,0.46,253,OD-DPP-PY,CCN1C(=O)C2=C(c3ccc(-c4ccc5ccc6cccc7ccc4c5c67)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc3ccc4cccc5ccc2c3c45)s1,-4.768251,-2.56276824,0.156913,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.7133,1.613357,1.988322
81.0,10.1016/j.orgel.2013.05.035,0.87,6.2,1.96,254,OD-DPP-A-PY,CCN1C(=O)C2=C(c3ccc(C#Cc4ccc5ccc6cccc7ccc4c5c67)s3)N(CC)C(=O)C2=C1c1ccc(C#Cc2ccc3ccc4cccc5ccc2c3c45)s1,-4.73967905,-2.81610624,0.104088,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.27998,2.01386,2.568581
