DonorName,AcceptorName,DonorSMILES,AcceptorSMILES,V_OC,J_SC,FF_percent,PCE,HOMO_D,LUMO_D,HOMO_A,LUMO_A,Lambda+,Lambda-,PubYear,DOI,Source_Database
D18,BTP-Cy-4Cl,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC(CCCC)CCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CCCCCCCCCCc5ccccc5)c4c3n(CCCCCCCCCCc3ccccc3)c21,0.89,24.14,76.8,16.5,-5.51,-2.77,-5.72,-3.97,,,2022,10.1002/adma.202210760,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,Y6-1O,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCOc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,0.9,25.51,73.5,16.81,-5.56,-3.65,-5.71,-3.84,,,2022,10.1021/acs.chemmater.2c02851,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,BTP-PhC6,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCc1ccc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8ccc(CC)cc8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC)c5c4n(CC)c32)cc1,0.865,25.0,77.0,16.7,-5.56,-3.65,-5.58,-3.85,,,2022,10.1002/marc.202200345,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTzBI-dF,Y6,CCCCCCCCN1C(=O)c2c(c(-c3cc(F)c(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sccc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c3nn(CCC(CC)CCCC)nc3c2-c2cc(F)cs2)C1=O,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.825,26.89,76.1,16.88,-5.55,-3.83,-5.65,-4.09,,,2022,10.1002/adfm.202205338,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6-CNBT-15,L8-BO,CCCCCCC(CCCC)Cc1csc(-c2c(C#N)c(C#N)c(-c3cc(CC(CCCC)CCCCCC)c(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(-c7ccc(-c8sc(-c9ccc(-c%10cc%11c(-c%12cc(F)c(CC(CC)CCCC)s%12)c%12sccc%12c(-c%12cc(F)c(CC(CC)CCCC)s%12)c%11s%10)s9)c9c8C(=O)c8c(CC(CC)CCCC)sc(CC(CC)CCCC)c8C9=O)s7)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c3nsnc23)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC(CCCC)CCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.911,25.45,72.59,16.83,-5.54,-3.47,-5.68,-3.92,,,2022,10.1021/acs.chemmater.2c01827,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,PY-82,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3nc(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3nc(-c4cccs4)sc23)s1,0.95,23.82,75.8,17.15,-5.56,-3.65,-5.67,-3.89,,,2022,10.1039/d2ee00972b,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,LC301,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cscc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC(CCCC)CCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.911,24.21,78.1,17.21,-5.56,-3.65,-5.66,-3.87,,,2022,10.1021/acsami.2c10557,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,Y6-O,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCOc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(OCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,0.975,22.8,77.5,17.2,-5.56,-3.65,-5.75,-3.71,,,2022,10.1039/d2mh01229d,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTB7-Th,PFPDIBT-TT2F,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCC(CCCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCC)CCCCCC)c(=O)c6cc7c8c(sc9c8sc8c%10cc%11c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%12cc(-c%13cc(F)c(-c%14sccc%14F)s%13)c%13c%14ccc%15c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%16cc(c89)c(c%14c%15%16)c%10c%13c%12%11)c8cc(c1=O)c2c3c8c7c4c56,0.87,7.67,25.76,1.72,-5.29,-3.72,-5.76,-3.93,,,2022,10.1016/j.dyepig.2022.110462,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PffBT4T-2OD,P(4CF8CH-PDI-TT),CCCCCCCCCCC(CCCCCCCC)Cc1csc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5cccs5)s4)s3)c3nsnc23)c1,CCCCCCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(-c8cccs8)s7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C5=O,0.724,5.54,42.71,1.71,-5.3,-3.51,-5.65,-4.06,,,2022,10.1021/acsami.2c16908,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
P3HT,PYT,CCCCCCc1ccsc1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7cc(-c8cccs8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.49,5.7,60.0,1.65,-5.01,-3.12,-5.63,-3.72,,,2022,10.1002/solr.202200073,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,IDTT-BOA,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C(\C#N)c6nc7ccccc7o6)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C(\C#N)c4nc5ccccc5o4)sc23)cc1,1.19,4.95,36.6,2.16,-5.33,-3.48,-5.41,-3.41,,,2022,10.1016/j.orgel.2022.106446,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,PTz-BO,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CC(CCCC)CCCCCC)c3sc2c2c3nn(C)nc3c3c4sc5c(CC(CCCC)CCCCCC)c(C/C=C6/C(=O)c7cc(-c8cccs8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.928,24.16,70.3,15.76,-5.33,-3.48,-5.58,-3.56,,,2022,10.1002/aenm.202203044,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTBTz2,Y6,CCOC(=O)c1cc2c(-c3nccs3)sc(-c3ncc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7cnc(-c8sc(-c9ncc(-c%10cc%11c(-c%12ccc(CC)s%12)c%12sc(-c%13cnc(-c%14sc(-c%15ncc(-c%16cc%17c(-c%18ccc(CC)s%18)c%18sccc%18c(-c%18ccc(CC)s%18)c%17s%16)s%15)c%15sc(C(=O)OCC)cc%14%15)s%13)cc%12c(-c%12ccc(CC)s%12)c%11s%10)s9)c9sc(C(=O)OCC)cc89)s7)cc6c(-c6ccc(CC)s6)c5s4)s3)c2s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.85,25.2,75.0,15.9,-5.48,-3.52,-5.65,-4.09,,,2022,10.1002/advs.202205682,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
BTR-Cl,Y6,CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8/SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CC(CC)CCCC)C3=O)s2)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.852,25.36,73.55,15.88,-5.46,-3.7,-5.65,-4.09,,,2022,10.1002/solr.202200477,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,PYT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7cc(-c8cccs8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.91,23.07,77.0,16.05,-5.33,-3.48,-5.63,-3.72,,,2022,10.1016/j.cej.2022.138146,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTQ10,Y26,CCCCCCCCC(CCCCCC)COc1cnc2c(-c3cccs3)c(F)c(F)cc2n1,CCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c3c4nn(CC(CC)CCCC)nc4c4c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c(CCCCCC)c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c12,0.886,23.57,76.73,16.01,-5.54,-2.92,-5.58,-4.03,,,2022,10.1039/d2ta07239d,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,PA1-o,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7cc(-c8ccc(-c9ccc%10c(c9F)C(=O)/C(=C\c9sc%11c(sc%12c%13c%14nsnc%14c%14c%15sc%16c(CCCCCCCCCCC)c(/C=C%17\C(=O)c%18c(ccc(-c%19cccs%19)c%18F)C%17=C(C#N)C#N)sc%16c%15n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c%14c%13n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c%11%12)c9CCCCCCCCCCC)C%10=C(C#N)C#N)s8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.925,23.99,72.2,16.0,-5.56,-3.65,-5.74,-3.83,,,2022,10.1021/acs.macromol.2c01276,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
JD40,PA-5,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8ccc(CC(CC)CCCC)s8)c8sccc8c(-c8ccc(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7cc(-c8cccs8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.87,24.05,76.9,16.11,-5.38,-3.32,-5.63,-3.72,,,2022,10.1016/j.enrev.2022.100008,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDB-T,PYFS-Reg,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9ccc(CCCCCCCCc%10ccc(-c%11ccc%12c(c%11)C(=O)/C(=C\c%11sc%13c(sc%14c%15c%16nsnc%16c%16c%17sc%18c(CCCCCCCCCCC)c(/C=C%19\C(=O)c%20cc(-c%21cc%22c(-c%23cc(Cl)c(CC(CC)CCCC)s%23)c%23sccc%23c(-c%23cc(Cl)c(CC(CC)CCCC)s%23)c%22s%21)ccc%20C%19=C(C#N)C#N)sc%18c%17n(CC(CCCCCCCC)CCCCCCCCCC)c%16c%15n(CC(CCCCCCCC)CCCCCCCCCC)c%13%14)c%11CCCCCCCCCCC)C%12=C(C#N)C#N)s%10)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,0.92,23.52,74.0,16.09,-5.33,-3.48,-5.61,-4.1,,,2022,10.1039/d2ee02523j,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
P3HT,Y18,CCCCCCc1ccsc1,CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC)nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,0.41,15.05,43.0,2.66,-5.01,-3.12,-5.58,-3.98,,,2022,10.1016/j.dyepig.2022.110375,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTB7-Th,PDI-E,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4ccc5c6c(cc(C#Cc7cc8c9c(ccc%10c%11ccc%12c%13c(ccc(c7c9%10)c%13%11)C(=O)N(CC(CCCCCC)CCCCCCCC)C%12=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C8=O)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O,0.66,7.33,55.0,2.66,-5.21,-3.6,-5.9,-3.9,,,2022,10.1016/j.dyepig.2022.110787,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PBDS-T,BTP-eC9,CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1c(-c3cccs3)sc(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sccc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c1C2=O,CCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,0.86,25.5,74.0,16.2,-5.35,-3.67,-5.68,-3.9,,,2022,10.1016/j.cej.2022.134878,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,PYTCl-A,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7/C(=O)c8cc(-c9ccc(-c%10ccc%11c(c%10)C(=O)/C(=C\c%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CCCCCCCCCCC)c(/C=C%18/C(=O)c%19cc(-c%20sc(CCCCCCc%21cc(Cl)cs%21)cc%20Cl)ccc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCCCC)CCCCCCCCCC)c%15c%14n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%10CCCCCCCCCCC)C%11=C(C#N)C#N)s9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,0.942,23.49,73.04,16.16,-5.56,-3.65,-5.69,-3.92,,,2022,10.1002/adma.202208008,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
JD40-BDD20,PJTVT,CCCCCCC(CCCC)Cc1cc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8ccc(CC(CC)CCCC)s8)c8sc(-c9ccc(-c%10sc(-c%11cccs%11)c%11c%10C(=O)c%10c(CC(CC)CCCC)sc(CC(CC)CCCC)c%10C%11=O)s9)cc8c(-c8ccc(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)sc1-c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sccc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7cc(-c8ccc(/C=C/c9cccs9)s8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.91,23.88,75.54,16.35,-5.28,-3.27,-5.57,-3.69,,,2022,10.1039/d2ee01996e,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,PZC17,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,C=Cc1ccc2c(c1)C(=O)/C(=C/c1sc3c(sc4c5c6nc7cc(F)c(F)cc7nc6c6c7sc8c(CCCCCCCCCCC)c(/C=C9\C(=O)c%10ccccc%10C9=C(C#N)C#N)sc8c7n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c6c5n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c34)c1CCCCCCCCCCC)C2=C(C#N)C#N,0.926,23.35,75.54,16.33,-5.56,-3.65,-5.6,-3.79,,,2022,10.1002/adfm.202214248,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,PY2Se-F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c(sc3c(CCCCCCCCCCC)c(/C=C4\C(=O)c5c(F)cccc5C4=C(C#N)C#N)[se]c32)c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7c(F)cccc7C6=C(C#N)C#N)[se]c5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.877,24.86,74.87,16.32,-5.56,-3.65,-5.76,-3.93,,,2022,10.1002/cjoc.202200770,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PM6,DY1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7/C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CCCCCCOc3ccc(OCCCCCCn4c5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)c(CCCCCCCCCCC)c6sc5c5c6nsnc6c6c7sc8c(CCCCCCCCCCC)c(/C=C9/C(=O)c%10cc(F)c(F)cc%10C9=C(C#N)C#N)sc8c7n(CC(CC)CCCC)c6c54)cc3)c21,0.87,25.67,73.24,16.46,-5.5,-3.61,-5.7,-3.93,,,2022,10.1002/adma.202206563,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTzBI-oF,N2200,CCCCCCCCN1C(=O)c2c(c(-c3cc(F)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nn(CC(CC)CCCC)nc3c2-c2cc(F)cs2)C1=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.871,14.55,60.7,7.8,-5.25,-3.25,-5.71,-4.02,,,2022,10.1016/j.orgel.2022.106721,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
PTB7,B1,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)scc2c1F,CCCCCCc1cc(-c2cc3c(-c4ccc(SCC(CC)CCCC)cc4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8/SC(=S)N(CCCC)C8=O)s7)s6)s5)cc4c(-c4ccc(SCC(CC)CCCC)cc4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3/SC(=S)N(CCCC)C3=O)s2)s1,1.37,12.5,46.4,7.9,-5.19,-3.43,-5.37,-3.51,,,2022,10.1016/j.optmat.2022.112852,"OPV-DB (Qiu, J., Zenodo, 2026, doi:10.5281/zenodo.20841543)"
